filename,ATTRIBUTE_sampletype,CONTROL,CASE,ATTRIBUTE_media,source_metadata_file,method,polarity,basename,compartment,is_qc,is_istd,is_exctrl,is_biological,run_id,sample_label,sample_label_norm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_10LM_BESC-133-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run63.mzML,besc-133-corv-lm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_10LM_BESC-133-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run63.mzML,leaf,False,False,False,True,63,BESC-133-Corv-LM_1,BESC-133-CORV-LM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_109RZM_SKWD-24-1-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run631.mzML,skwd-24-1-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_109RZM_SKWD-24-1-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run631.mzML,rhizosphere,False,False,False,True,631,SKWD-24-1-Corv-RZM_3,SKWD-24-1-CORV-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_109RM_SKWD-24-1-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run957.mzML,skwd-24-1-corv-rm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_109RM_SKWD-24-1-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run957.mzML,root,False,False,False,True,957,SKWD-24-1-Corv-RM_3,SKWD-24-1-CORV-RM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_109LM_SKWD-24-1-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run285.mzML,skwd-24-1-corv-lm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_109LM_SKWD-24-1-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run285.mzML,leaf,False,False,False,True,285,SKWD-24-1-Corv-LM_3,SKWD-24-1-CORV-LM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_108RZM_SKWD-24-1-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run539.mzML,skwd-24-1-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_108RZM_SKWD-24-1-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run539.mzML,rhizosphere,False,False,False,True,539,SKWD-24-1-Corv-RZM_2,SKWD-24-1-CORV-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_108RM_SKWD-24-1-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run909.mzML,skwd-24-1-corv-rm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_108RM_SKWD-24-1-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run909.mzML,root,False,False,False,True,909,SKWD-24-1-Corv-RM_2,SKWD-24-1-CORV-RM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_108LM_SKWD-24-1-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run196.mzML,skwd-24-1-corv-lm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_108LM_SKWD-24-1-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run196.mzML,leaf,False,False,False,True,196,SKWD-24-1-Corv-LM_2,SKWD-24-1-CORV-LM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107RZM_SKWD-24-1-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run397.mzML,skwd-24-1-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107RZM_SKWD-24-1-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run397.mzML,rhizosphere,False,False,False,True,397,SKWD-24-1-Corv-RZM_1,SKWD-24-1-CORV-RZM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107RM_SKWD-24-1-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run776.mzML,skwd-24-1-corv-rm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107RM_SKWD-24-1-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run776.mzML,root,False,False,False,True,776,SKWD-24-1-Corv-RM_1,SKWD-24-1-CORV-RM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run92.mzML,skwd-24-1-corv-lm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_107LM_SKWD-24-1-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run92.mzML,leaf,False,False,False,True,92,SKWD-24-1-Corv-LM_1,SKWD-24-1-CORV-LM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RZM_SKWD-24-1-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run551.mzML,skwd-24-1-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RZM_SKWD-24-1-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run551.mzML,rhizosphere,False,False,False,True,551,SKWD-24-1-Clat-RZM_2,SKWD-24-1-CLAT-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RM_SKWD-24-1-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run948.mzML,skwd-24-1-clat-rm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106RM_SKWD-24-1-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run948.mzML,root,False,False,False,True,948,SKWD-24-1-Clat-RM_2,SKWD-24-1-CLAT-RM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106LM_SKWD-24-1-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run184.mzML,skwd-24-1-clat-lm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_106LM_SKWD-24-1-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run184.mzML,leaf,False,False,False,True,184,SKWD-24-1-Clat-LM_2,SKWD-24-1-CLAT-LM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RZM_SKWA-24-3-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run593.mzML,skwa-24-3-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RZM_SKWA-24-3-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run593.mzML,rhizosphere,False,False,False,True,593,SKWA-24-3-Corv-RZM_3,SKWA-24-3-CORV-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RM_SKWA-24-3-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run951.mzML,skwa-24-3-corv-rm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RM_SKWA-24-3-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run951.mzML,root,False,False,False,True,951,SKWA-24-3-Corv-RM_3,SKWA-24-3-CORV-RM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run220.mzML,skwa-24-3-corv-lm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105LM_SKWA-24-3-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run220.mzML,leaf,False,False,False,True,220,SKWA-24-3-Corv-LM_3,SKWA-24-3-CORV-LM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RZM_SKWA-24-3-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run468.mzML,skwa-24-3-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RZM_SKWA-24-3-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run468.mzML,rhizosphere,False,False,False,True,468,SKWA-24-3-Corv-RZM_2,SKWA-24-3-CORV-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RM_SKWA-24-3-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run945.mzML,skwa-24-3-corv-rm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RM_SKWA-24-3-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run945.mzML,root,False,False,False,True,945,SKWA-24-3-Corv-RM_2,SKWA-24-3-CORV-RM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104LM_SKWA-24-3-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run122.mzML,skwa-24-3-corv-lm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104LM_SKWA-24-3-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run122.mzML,leaf,False,False,False,True,122,SKWA-24-3-Corv-LM_2,SKWA-24-3-CORV-LM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RZM_SKWA-24-3-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run374.mzML,skwa-24-3-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RZM_SKWA-24-3-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run374.mzML,rhizosphere,False,False,False,True,374,SKWA-24-3-Corv-RZM_1,SKWA-24-3-CORV-RZM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RM_SKWA-24-3-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run764.mzML,skwa-24-3-corv-rm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RM_SKWA-24-3-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run764.mzML,root,False,False,False,True,764,SKWA-24-3-Corv-RM_1,SKWA-24-3-CORV-RM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103LM_SKWA-24-3-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run89.mzML,skwa-24-3-corv-lm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103LM_SKWA-24-3-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run89.mzML,leaf,False,False,False,True,89,SKWA-24-3-Corv-LM_1,SKWA-24-3-CORV-LM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_102RZM_SKWA-24-3-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run462.mzML,skwa-24-3-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_102RZM_SKWA-24-3-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run462.mzML,rhizosphere,False,False,False,True,462,SKWA-24-3-Clat-RZM_2,SKWA-24-3-CLAT-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_102RM_SKWA-24-3-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run915.mzML,skwa-24-3-clat-rm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_102RM_SKWA-24-3-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run915.mzML,root,False,False,False,True,915,SKWA-24-3-Clat-RM_2,SKWA-24-3-CLAT-RM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_102LM_SKWA-24-3-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run149.mzML,skwa-24-3-clat-lm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_102LM_SKWA-24-3-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run149.mzML,leaf,False,False,False,True,149,SKWA-24-3-Clat-LM_2,SKWA-24-3-CLAT-LM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_101RZM_GW-9591-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run673.mzML,gw-9591-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_101RZM_GW-9591-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run673.mzML,rhizosphere,False,False,False,True,673,GW-9591-Corv-RZM_3,GW-9591-CORV-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_101RM_GW-9591-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run1010.mzML,gw-9591-corv-rm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_101RM_GW-9591-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run1010.mzML,root,False,False,False,True,1010,GW-9591-Corv-RM_3,GW-9591-CORV-RM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_101LM_GW-9591-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run303.mzML,gw-9591-corv-lm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_101LM_GW-9591-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run303.mzML,leaf,False,False,False,True,303,GW-9591-Corv-LM_3,GW-9591-CORV-LM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_100RZM_GW-9591-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run516.mzML,gw-9591-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_100RZM_GW-9591-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run516.mzML,rhizosphere,False,False,False,True,516,GW-9591-Corv-RZM_2,GW-9591-CORV-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_100RM_GW-9591-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run835.mzML,gw-9591-corv-rm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_100RM_GW-9591-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run835.mzML,root,False,False,False,True,835,GW-9591-Corv-RM_2,GW-9591-CORV-RM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_100LM_GW-9591-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run172.mzML,gw-9591-corv-lm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_100LM_GW-9591-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run172.mzML,leaf,False,False,False,True,172,GW-9591-Corv-LM_2,GW-9591-CORV-LM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_0_QC_Pre_Rg80to1200-CE102040--QC_Run9.mzML,qc,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_0_QC_Pre_Rg80to1200-CE102040--QC_Run9.mzML,,True,False,False,False,9,QC_Pre,QC_PRE
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_0_QC_Post_Rg80to1200-CE102040--QC_Run1078.mzML,qc,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_0_QC_Post_Rg80to1200-CE102040--QC_Run1078.mzML,,True,False,False,False,1078,QC_Post,QC_POST
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_5RM_BESC-13-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run935.mzML,besc-13-corv-rm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_5RM_BESC-13-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run935.mzML,root,False,False,False,True,935,BESC-13-Corv-RM_2,BESC-13-CORV-RM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_ISTD-pt1x_ISTDmix-BioS-pt1x_1_Rg80to1200-CE102040-root-S1_Run1065.mzML,istdmix-bios-pt1x,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_ISTD-pt1x_ISTDmix-BioS-pt1x_1_Rg80to1200-CE102040-root-S1_Run1065.mzML,root,False,True,False,False,1065,ISTDmix-BioS-pt1x_1,ISTDMIX-BIOS-PT1X_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_ISTD-pt1x_ISTDmix-BioS-pt1x_1_Rg80to1200-CE102040-rhizo-S1_Run698.mzML,istdmix-bios-pt1x,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_ISTD-pt1x_ISTDmix-BioS-pt1x_1_Rg80to1200-CE102040-rhizo-S1_Run698.mzML,rhizosphere,False,True,False,False,698,ISTDmix-BioS-pt1x_1,ISTDMIX-BIOS-PT1X_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_ISTD-pt1x_ISTDmix-BioS-pt1x_1_Rg80to1200-CE102040-leaf-S1_Run334.mzML,istdmix-bios-pt1x,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_ISTD-pt1x_ISTDmix-BioS-pt1x_1_Rg80to1200-CE102040-leaf-S1_Run334.mzML,leaf,False,True,False,False,334,ISTDmix-BioS-pt1x_1,ISTDMIX-BIOS-PT1X_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_ISTD-pt01x_ISTDmix-BioS-pt01x_1_Rg80to1200-CE102040-root-S1_Run1062.mzML,istdmix-bios-pt01x,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_ISTD-pt01x_ISTDmix-BioS-pt01x_1_Rg80to1200-CE102040-root-S1_Run1062.mzML,root,False,True,False,False,1062,ISTDmix-BioS-pt01x_1,ISTDMIX-BIOS-PT01X_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_ISTD-pt01x_ISTDmix-BioS-pt01x_1_Rg80to1200-CE102040-rhizo-S1_Run695.mzML,istdmix-bios-pt01x,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_ISTD-pt01x_ISTDmix-BioS-pt01x_1_Rg80to1200-CE102040-rhizo-S1_Run695.mzML,rhizosphere,False,True,False,False,695,ISTDmix-BioS-pt01x_1,ISTDMIX-BIOS-PT01X_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_ISTD-pt01x_ISTDmix-BioS-pt01x_1_Rg80to1200-CE102040-leaf-S1_Run331.mzML,istdmix-bios-pt01x,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_ISTD-pt01x_ISTDmix-BioS-pt01x_1_Rg80to1200-CE102040-leaf-S1_Run331.mzML,leaf,False,True,False,False,331,ISTDmix-BioS-pt01x_1,ISTDMIX-BIOS-PT01X_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_ISTD-pt001x_ISTDmix-BioS-pt001x_1_Rg80to1200-CE102040-root-S1_Run1059.mzML,istdmix-bios-pt001x,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_ISTD-pt001x_ISTDmix-BioS-pt001x_1_Rg80to1200-CE102040-root-S1_Run1059.mzML,root,False,True,False,False,1059,ISTDmix-BioS-pt001x_1,ISTDMIX-BIOS-PT001X_1
