filename,ATTRIBUTE_sampletype,CONTROL,CASE,ATTRIBUTE_media,source_metadata_file,method,polarity,basename,compartment,is_qc,is_istd,is_exctrl,is_biological,run_id,sample_label,sample_label_norm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RZM_SKWA-24-3-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run593.mzML,skwa-24-3-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_105RZM_SKWA-24-3-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run593.mzML,rhizosphere,False,False,False,True,593,SKWA-24-3-Corv-RZM_3,SKWA-24-3-CORV-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RZM_SKWA-24-3-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run468.mzML,skwa-24-3-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_104RZM_SKWA-24-3-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run468.mzML,rhizosphere,False,False,False,True,468,SKWA-24-3-Corv-RZM_2,SKWA-24-3-CORV-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RZM_SKWA-24-3-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run374.mzML,skwa-24-3-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_103RZM_SKWA-24-3-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run374.mzML,rhizosphere,False,False,False,True,374,SKWA-24-3-Corv-RZM_1,SKWA-24-3-CORV-RZM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_102RZM_SKWA-24-3-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run462.mzML,skwa-24-3-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_102RZM_SKWA-24-3-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run462.mzML,rhizosphere,False,False,False,True,462,SKWA-24-3-Clat-RZM_2,SKWA-24-3-CLAT-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_101RZM_GW-9591-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run673.mzML,gw-9591-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_101RZM_GW-9591-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run673.mzML,rhizosphere,False,False,False,True,673,GW-9591-Corv-RZM_3,GW-9591-CORV-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_100RZM_GW-9591-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run516.mzML,gw-9591-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_negative_metadata (1).tab,C18,negative,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_100RZM_GW-9591-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run516.mzML,rhizosphere,False,False,False,True,516,GW-9591-Corv-RZM_2,GW-9591-CORV-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_9RZM_BESC-133-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run589.mzML,besc-133-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_9RZM_BESC-133-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run589.mzML,rhizosphere,False,False,False,True,589,BESC-133-Clat-RZM_3,BESC-133-CLAT-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_99RZM_GW-9591-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run364.mzML,gw-9591-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_99RZM_GW-9591-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run364.mzML,rhizosphere,False,False,False,True,364,GW-9591-Corv-RZM_1,GW-9591-CORV-RZM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_98RZM_GW-9591-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run654.mzML,gw-9591-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_98RZM_GW-9591-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run654.mzML,rhizosphere,False,False,False,True,654,GW-9591-Clat-RZM_3,GW-9591-CLAT-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_97RZM_GW-9591-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run574.mzML,gw-9591-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_97RZM_GW-9591-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run574.mzML,rhizosphere,False,False,False,True,574,GW-9591-Clat-RZM_2,GW-9591-CLAT-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_96RZM_GW-9591-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run438.mzML,gw-9591-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_96RZM_GW-9591-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run438.mzML,rhizosphere,False,False,False,True,438,GW-9591-Clat-RZM_1,GW-9591-CLAT-RZM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_95RZM_GW-7986-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run615.mzML,gw-7986-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_95RZM_GW-7986-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run615.mzML,rhizosphere,False,False,False,True,615,GW-7986-Corv-RZM_3,GW-7986-CORV-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_94RZM_GW-7986-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run527.mzML,gw-7986-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_94RZM_GW-7986-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run527.mzML,rhizosphere,False,False,False,True,527,GW-7986-Corv-RZM_2,GW-7986-CORV-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_93RZM_GW-7986-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run432.mzML,gw-7986-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_93RZM_GW-7986-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run432.mzML,rhizosphere,False,False,False,True,432,GW-7986-Corv-RZM_1,GW-7986-CORV-RZM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_92RZM_GW-4579-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run601.mzML,gw-4579-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_92RZM_GW-4579-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run601.mzML,rhizosphere,False,False,False,True,601,GW-4579-Corv-RZM_3,GW-4579-CORV-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_91RZM_GW-4579-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run580.mzML,gw-4579-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_91RZM_GW-4579-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run580.mzML,rhizosphere,False,False,False,True,580,GW-4579-Corv-RZM_2,GW-4579-CORV-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_90RZM_GW-4579-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run441.mzML,gw-4579-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_90RZM_GW-4579-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run441.mzML,rhizosphere,False,False,False,True,441,GW-4579-Corv-RZM_1,GW-4579-CORV-RZM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_8RZM_BESC-133-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run535.mzML,besc-133-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_8RZM_BESC-133-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run535.mzML,rhizosphere,False,False,False,True,535,BESC-133-Clat-RZM_2,BESC-133-CLAT-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_89RZM_GW-4579-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run586.mzML,gw-4579-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_89RZM_GW-4579-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run586.mzML,rhizosphere,False,False,False,True,586,GW-4579-Clat-RZM_3,GW-4579-CLAT-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_88RZM_GW-4579-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run506.mzML,gw-4579-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_88RZM_GW-4579-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run506.mzML,rhizosphere,False,False,False,True,506,GW-4579-Clat-RZM_2,GW-4579-CLAT-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_87RZM_GW-4579-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run390.mzML,gw-4579-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_87RZM_GW-4579-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run390.mzML,rhizosphere,False,False,False,True,390,GW-4579-Clat-RZM_1,GW-4579-CLAT-RZM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_86RZM_GW-11047-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run541.mzML,gw-11047-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_86RZM_GW-11047-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run541.mzML,rhizosphere,False,False,False,True,541,GW-11047-Clat-RZM_2,GW-11047-CLAT-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_85RZM_GW-11047-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run352.mzML,gw-11047-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_85RZM_GW-11047-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run352.mzML,rhizosphere,False,False,False,True,352,GW-11047-Clat-RZM_1,GW-11047-CLAT-RZM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_84RZM_BESC-360-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run408.mzML,besc-360-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_84RZM_BESC-360-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run408.mzML,rhizosphere,False,False,False,True,408,BESC-360-Corv-RZM_1,BESC-360-CORV-RZM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_83RZM_BESC-905-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run435.mzML,besc-905-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_83RZM_BESC-905-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run435.mzML,rhizosphere,False,False,False,True,435,BESC-905-Clat-RZM_1,BESC-905-CLAT-RZM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_82RZM_BESC-904-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run618.mzML,besc-904-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_82RZM_BESC-904-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run618.mzML,rhizosphere,False,False,False,True,618,BESC-904-Corv-RZM_3,BESC-904-CORV-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_80RZM_BESC-904-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run370.mzML,besc-904-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_80RZM_BESC-904-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run370.mzML,rhizosphere,False,False,False,True,370,BESC-904-Corv-RZM_1,BESC-904-CORV-RZM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_7RZM_BESC-133-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run358.mzML,besc-133-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_7RZM_BESC-133-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run358.mzML,rhizosphere,False,False,False,True,358,BESC-133-Clat-RZM_1,BESC-133-CLAT-RZM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_79RZM_BESC-904-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run624.mzML,besc-904-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_79RZM_BESC-904-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run624.mzML,rhizosphere,False,False,False,True,624,BESC-904-Clat-RZM_3,BESC-904-CLAT-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_78RZM_BESC-904-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run473.mzML,besc-904-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_78RZM_BESC-904-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run473.mzML,rhizosphere,False,False,False,True,473,BESC-904-Clat-RZM_2,BESC-904-CLAT-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_77RZM_BESC-866-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run627.mzML,besc-866-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_77RZM_BESC-866-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run627.mzML,rhizosphere,False,False,False,True,627,BESC-866-Corv-RZM_3,BESC-866-CORV-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_76RZM_BESC-866-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run494.mzML,besc-866-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_76RZM_BESC-866-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run494.mzML,rhizosphere,False,False,False,True,494,BESC-866-Corv-RZM_2,BESC-866-CORV-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_75RZM_BESC-866-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run423.mzML,besc-866-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_75RZM_BESC-866-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run423.mzML,rhizosphere,False,False,False,True,423,BESC-866-Corv-RZM_1,BESC-866-CORV-RZM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_74RZM_BESC-866-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run595.mzML,besc-866-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_74RZM_BESC-866-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run595.mzML,rhizosphere,False,False,False,True,595,BESC-866-Clat-RZM_3,BESC-866-CLAT-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_73RZM_BESC-866-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run530.mzML,besc-866-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_73RZM_BESC-866-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run530.mzML,rhizosphere,False,False,False,True,530,BESC-866-Clat-RZM_2,BESC-866-CLAT-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_72RZM_BESC-86-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run559.mzML,besc-86-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_72RZM_BESC-86-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run559.mzML,rhizosphere,False,False,False,True,559,BESC-86-Clat-RZM_2,BESC-86-CLAT-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_71RZM_BESC-847-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run651.mzML,besc-847-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_71RZM_BESC-847-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run651.mzML,rhizosphere,False,False,False,True,651,BESC-847-Corv-RZM_3,BESC-847-CORV-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_70RZM_BESC-847-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run482.mzML,besc-847-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_70RZM_BESC-847-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run482.mzML,rhizosphere,False,False,False,True,482,BESC-847-Corv-RZM_2,BESC-847-CORV-RZM_2
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_6RZM_BESC-13-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run621.mzML,besc-13-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_6RZM_BESC-13-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run621.mzML,rhizosphere,False,False,False,True,621,BESC-13-Corv-RZM_3,BESC-13-CORV-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_69RZM_BESC-847-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run426.mzML,besc-847-corv-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_69RZM_BESC-847-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run426.mzML,rhizosphere,False,False,False,True,426,BESC-847-Corv-RZM_1,BESC-847-CORV-RZM_1
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_68RZM_BESC-847-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run645.mzML,besc-847-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_68RZM_BESC-847-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run645.mzML,rhizosphere,False,False,False,True,645,BESC-847-Clat-RZM_3,BESC-847-CLAT-RZM_3
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_67RZM_BESC-847-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run470.mzML,besc-847-clat-rzm,exctrl-rm,exctrl-rzm,exctrl-lm,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_RENAME_positive_metadata.tab,C18,positive,20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_POS_MSMS_67RZM_BESC-847-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run470.mzML,rhizosphere,False,False,False,True,470,BESC-847-Clat-RZM_2,BESC-847-CLAT-RZM_2
