filename	ATTRIBUTE_sampletype	CONTROL	CASE	ATTRIBUTE_media
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_75LM_BESC-866-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run101.mzML	besc-866-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_74RZM_BESC-866-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run596.mzML	besc-866-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_74RM_BESC-866-Clat-RM_3_Rg80to1200-CE205060-root-S1_Run1004.mzML	besc-866-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_74LM_BESC-866-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run320.mzML	besc-866-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_73RZM_BESC-866-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run531.mzML	besc-866-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_73RM_BESC-866-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run912.mzML	besc-866-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_72RZM_BESC-86-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run560.mzML	besc-86-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_72RM_BESC-86-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run883.mzML	besc-86-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_72LM_BESC-86-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run113.mzML	besc-86-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_71RZM_BESC-847-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run652.mzML	besc-847-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_71RM_BESC-847-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run1001.mzML	besc-847-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_71LM_BESC-847-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run223.mzML	besc-847-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_70RZM_BESC-847-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run483.mzML	besc-847-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_70RM_BESC-847-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run895.mzML	besc-847-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_70LM_BESC-847-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run131.mzML	besc-847-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_6RZM_BESC-13-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run622.mzML	besc-13-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_6RM_BESC-13-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run966.mzML	besc-13-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_6LM_BESC-13-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run232.mzML	besc-13-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_69RZM_BESC-847-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run427.mzML	besc-847-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_69RM_BESC-847-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run770.mzML	besc-847-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_69LM_BESC-847-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run33.mzML	besc-847-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_68RZM_BESC-847-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run646.mzML	besc-847-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_68RM_BESC-847-Clat-RM_3_Rg80to1200-CE205060-root-S1_Run989.mzML	besc-847-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_68LM_BESC-847-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run255.mzML	besc-847-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_67RZM_BESC-847-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run471.mzML	besc-847-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_67RM_BESC-847-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run898.mzML	besc-847-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_67LM_BESC-847-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run155.mzML	besc-847-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_66RZM_BESC-847-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run418.mzML	besc-847-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_66RM_BESC-847-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run794.mzML	besc-847-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_66LM_BESC-847-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run36.mzML	besc-847-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_65RZM_BESC-845-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run676.mzML	besc-845-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_65RM_BESC-845-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run1037.mzML	besc-845-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_65LM_BESC-845-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run249.mzML	besc-845-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_64RZM_BESC-845-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run510.mzML	besc-845-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_64RM_BESC-845-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run841.mzML	besc-845-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_64LM_BESC-845-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run125.mzML	besc-845-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_63RZM_BESC-845-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run445.mzML	besc-845-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_63RM_BESC-845-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run750.mzML	besc-845-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_63LM_BESC-845-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run95.mzML	besc-845-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_62RZM_BESC-845-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run649.mzML	besc-845-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_62RM_BESC-845-Clat-RM_3_Rg80to1200-CE205060-root-S1_Run1031.mzML	besc-845-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_62LM_BESC-845-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run300.mzML	besc-845-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_61RZM_BESC-845-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run486.mzML	besc-845-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_61RM_BESC-845-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run871.mzML	besc-845-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_60RZM_BESC-845-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run415.mzML	besc-845-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_60RM_BESC-845-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run761.mzML	besc-845-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_60LM_BESC-845-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run60.mzML	besc-845-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_5RZM_BESC-13-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run522.mzML	besc-13-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_5RM_BESC-13-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run936.mzML	besc-13-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_5LM_BESC-13-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run152.mzML	besc-13-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_59RZM_BESC-833-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run643.mzML	besc-833-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_59RM_BESC-833-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run978.mzML	besc-833-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_59LM_BESC-833-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run317.mzML	besc-833-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_58RZM_BESC-833-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run563.mzML	besc-833-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_58RM_BESC-833-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run933.mzML	besc-833-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_58LM_BESC-833-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run166.mzML	besc-833-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_57RZM_BESC-833-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run421.mzML	besc-833-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_57RM_BESC-833-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run812.mzML	besc-833-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_57LM_BESC-833-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run21.mzML	besc-833-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_56RZM_BESC-833-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run637.mzML	besc-833-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_56RM_BESC-833-Clat-RM_3_Rg80to1200-CE205060-root-S1_Run1028.mzML	besc-833-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_55RZM_BESC-833-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run513.mzML	besc-833-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_55RM_BESC-833-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run844.mzML	besc-833-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_55LM_BESC-833-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run110.mzML	besc-833-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_54RZM_BESC-56-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run667.mzML	besc-56-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_54RM_BESC-56-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run1051.mzML	besc-56-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_54LM_BESC-56-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run311.mzML	besc-56-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_53RZM_BESC-56-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run569.mzML	besc-56-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_53RM_BESC-56-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run889.mzML	besc-56-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_53LM_BESC-56-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run214.mzML	besc-56-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_52RZM_BESC-56-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run362.mzML	besc-56-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_52RM_BESC-56-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run797.mzML	besc-56-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_52LM_BESC-56-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run57.mzML	besc-56-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_51RZM_BESC-470-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run480.mzML	besc-470-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_51RM_BESC-470-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run930.mzML	besc-470-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_51LM_BESC-470-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run175.mzML	besc-470-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_50RZM_BESC-448-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run679.mzML	besc-448-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_50RM_BESC-448-Clat-RM_3_Rg80to1200-CE205060-root-S1_Run1022.mzML	besc-448-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_50LM_BESC-448-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run306.mzML	besc-448-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_4RZM_BESC-13-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run451.mzML	besc-13-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_4RM_BESC-13-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run717.mzML	besc-13-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_4LM_BESC-13-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run27.mzML	besc-13-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_49RZM_BESC-448-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run394.mzML	besc-448-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_49RZM_BESC-360-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run599.mzML	besc-360-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_49RM_BESC-448-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run756.mzML	besc-448-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_49RM_BESC-360-Clat-RM_3_Rg80to1200-CE205060-root-S1_Run1040.mzML	besc-360-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_48RZM_BESC-388-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run610.mzML	besc-388-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_48RM_BESC-388-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run998.mzML	besc-388-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_48LM_BESC-388-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run237.mzML	besc-388-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_47RZM_BESC-388-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run504.mzML	besc-388-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_47RM_BESC-388-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run880.mzML	besc-388-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_47LM_BESC-388-Corv-LM_2_Rg80to1200-CE102040-leaf-S1_Run143.mzML	besc-388-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_46RZM_BESC-388-Corv-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run430.mzML	besc-388-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_46RM_BESC-388-Corv-RM_1_Rg80to1200-CE102040-root-S1_Run723.mzML	besc-388-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_46LM_BESC-388-Corv-LM_1_Rg80to1200-CE102040-leaf-S1_Run104.mzML	besc-388-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_45RZM_BESC-388-Clat-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run634.mzML	besc-388-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_45RM_BESC-388-Clat-RM_3_Rg80to1200-CE205060-root-S1_Run1007.mzML	besc-388-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_45LM_BESC-388-Clat-LM_3_Rg80to1200-CE205060-leaf-S1_Run291.mzML	besc-388-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_44RZM_BESC-388-Clat-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run519.mzML	besc-388-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_44RM_BESC-388-Clat-RM_2_Rg80to1200-CE102040-root-S1_Run827.mzML	besc-388-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_44LM_BESC-388-Clat-LM_2_Rg80to1200-CE102040-leaf-S1_Run169.mzML	besc-388-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_43RZM_BESC-388-Clat-RZM_1_Rg80to1200-CE102040-rhizo-S1_Run412.mzML	besc-388-clat-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_43RM_BESC-388-Clat-RM_1_Rg80to1200-CE102040-root-S1_Run720.mzML	besc-388-clat-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_43LM_BESC-388-Clat-LM_1_Rg80to1200-CE102040-leaf-S1_Run54.mzML	besc-388-clat-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_42RZM_BESC-360-Corv-RZM_3_Rg80to1200-CE205060-rhizo-S1_Run661.mzML	besc-360-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_42RM_BESC-360-Corv-RM_3_Rg80to1200-CE205060-root-S1_Run1043.mzML	besc-360-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_42LM_BESC-360-Corv-LM_3_Rg80to1200-CE205060-leaf-S1_Run229.mzML	besc-360-corv-lm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_41RZM_BESC-360-Corv-RZM_2_Rg80to1200-CE102040-rhizo-S1_Run557.mzML	besc-360-corv-rzm	exctrl-rm	exctrl-rzm	exctrl-lm
20220211_JGI_MD_507130_BioS_final1_IDX_C18_USDAY59443_NEG_MSMS_41RM_BESC-360-Corv-RM_2_Rg80to1200-CE102040-root-S1_Run921.mzML	besc-360-corv-rm	exctrl-rm	exctrl-rzm	exctrl-lm
