host_id,nmdc_biosample_id,biosample_id_norm,metagenome_accession,metabolomics_id,gold_project_id,cohort_status,soil_match,metagenomics_match
BESC-845-Co1_24_3,nmdc:bsm-11-wpye0n32,nmdc_bsm-11-wpye0n32,SRX21791417,nmdc:dgms-12-w7s78752;nmdc:dgms-12-4s8d7y49;nmdc:dgms-12-tetp1d35;nmdc:dgms-12-n8sdc015,Gp0566818,ready,yes,yes
BESC-904-CL3_91_3,nmdc:bsm-11-xgrda154,nmdc_bsm-11-xgrda154,SRX21791456,nmdc:dgms-12-mrccwb37;nmdc:dgms-12-hcbhmy82;nmdc:dgms-12-gygyt534;nmdc:dgms-12-rzkdfz78,Gp0566834,ready,yes,yes
GW-9591-CL3_98_5,nmdc:bsm-11-xhbae603,nmdc_bsm-11-xhbae603,SRX21791415,nmdc:dgms-12-5qa0qv02;nmdc:dgms-12-v763y681;nmdc:dgms-12-327nbe32;nmdc:dgms-12-bg582k56,Gp0566852,ready,yes,yes
GW-9591-Co1_16_8,nmdc:bsm-11-yms2f086,nmdc_bsm-11-yms2f086,SRX21790362,nmdc:dgms-12-58m2r182;nmdc:dgms-12-ann5pb93;nmdc:dgms-12-6bmrgp85;nmdc:dgms-12-z8579q89,Gp0566853,ready,yes,yes
BESC-258-CL1_34_5,nmdc:bsm-11-yxxvqg27,nmdc_bsm-11-yxxvqg27,SRX21792395,nmdc:dgms-12-n3mc8z94;nmdc:dgms-12-anfcgn54;nmdc:dgms-12-qrdq3954;nmdc:dgms-12-0kcrrm69,Gp0566775,ready,yes,yes
BESC-351-Co3_11_46,nmdc:bsm-11-z1r5gy96,nmdc_bsm-11-z1r5gy96,SRX21791451,nmdc:dgms-12-333syq15;nmdc:dgms-12-4nepg056;nmdc:dgms-12-8984sv03;nmdc:dgms-12-rwzsqj47,Gp0566793,ready,yes,yes
BESC-847-CL1_28_5,nmdc:bsm-11-zmsv5494,nmdc_bsm-11-zmsv5494,SRX21791416,nmdc:dgms-12-szcys935;nmdc:dgms-12-qsqw4085;nmdc:dgms-12-dva1v677;nmdc:dgms-12-vfyc2n90,Gp0566821,ready,yes,yes
BESC-133-CL3_93_10,nmdc:bsm-11-zpf4n944,nmdc_bsm-11-zpf4n944,SRX21791489,nmdc:dgms-12-vaj81824;nmdc:dgms-12-cmcfdc42;nmdc:dgms-12-rya9fa30;nmdc:dgms-12-h7fjyr60,Gp0566764,ready,yes,yes
SKWA-24-3-Co1_3_5,nmdc:bsm-11-zqaeph53,nmdc_bsm-11-zqaeph53,SRX21791412,nmdc:dgms-12-hbz3hh89;nmdc:dgms-12-yne6xx14;nmdc:dgms-12-skpqzy25;nmdc:dgms-12-23x1tc92,Gp0566857,ready,yes,yes
BESC-351-CL3_84_27,nmdc:bsm-11-zxvekh84,nmdc_bsm-11-zxvekh84,SRX21791460,nmdc:dgms-12-1zcj4871;nmdc:dgms-12-b25fyb02;nmdc:dgms-12-42rjjn70;nmdc:dgms-12-a45qrv65,Gp0566790,ready,yes,yes
