target,n_missing,pct_missing,n_zero,pct_zero,n_nonzero,pct_nonzero,n_samples_present,mean,median,variance,metabolite_key,assay,name,inchikey,kegg,chebi,Confidence Score,Entropy Similarity,Spectra with Annotation (n),flag_present_lt_10_samples,flag_present_lt_20_samples,flag_zero_gt_95pct
C18_negative|IK:SQFSKOYWJBQGKQ-UHFFFAOYSA-N,0,0.0,57,54.285714285714285,48,45.714285714285715,48,159005.5358817457,0.0,374608149903.28644,C18_negative|IK:SQFSKOYWJBQGKQ-UHFFFAOYSA-N,C18_negative,Kaempferide,SQFSKOYWJBQGKQ-UHFFFAOYSA-N,C10098,6099.0,0.98573593762731,0.5340661,1.0,False,False,False
C18_negative|IK:SXGSYHDLSPXCMU-CTQTXEDXSA-N,0,0.0,99,94.28571428571429,6,5.714285714285714,6,8782.960044919395,0.0,1741414810.3157752,C18_negative|IK:SXGSYHDLSPXCMU-CTQTXEDXSA-N,C18_negative,Olivil 4'-O-glucoside,SXGSYHDLSPXCMU-CTQTXEDXSA-N,,,0.8359585140555175,0.354467,1.0,True,True,False
C18_negative|IK:SXZYCXMUPBBULW-SKNVOMKLSA-N,0,0.0,99,94.28571428571429,6,5.714285714285714,6,36976.244866463516,0.0,24980058196.715397,C18_negative|IK:SXZYCXMUPBBULW-SKNVOMKLSA-N,C18_negative,"L-Gulonic acid, gamma-lactone",SXZYCXMUPBBULW-SKNVOMKLSA-N,C01040,17587.0,0.9801947032719588,0.6798517,3.0,True,True,False
C18_negative|IK:TYFQFVWCELRYAO-UHFFFAOYSA-N,0,0.0,88,83.80952380952381,17,16.19047619047619,17,9858.219084598548,0.0,1567183969.6373544,C18_negative|IK:TYFQFVWCELRYAO-UHFFFAOYSA-N,C18_negative,Hydron;octanedioate,TYFQFVWCELRYAO-UHFFFAOYSA-N,C08278,9300.0,0.9857352679573972,0.7024755,1.0,False,True,False
C18_negative|IK:UGAGPNKCDRTDHP-UHFFFAOYSA-N,0,0.0,69,65.71428571428571,36,34.285714285714285,36,119336.18843980269,0.0,148321102848.514,C18_negative|IK:UGAGPNKCDRTDHP-UHFFFAOYSA-N,C18_negative,16-Hydroxypalmitic acid,UGAGPNKCDRTDHP-UHFFFAOYSA-N,C18218,55328.0,0.9956613478452292,0.49896836,1.0,False,False,False
C18_negative|IK:UGQAKFHZWJRAJC-UHFFFAOYSA-N,0,0.0,96,91.42857142857143,9,8.571428571428571,9,3964.7590044577178,0.0,221625929.2465746,C18_negative|IK:UGQAKFHZWJRAJC-UHFFFAOYSA-N,C18_negative,2-Methoxyethyl 1-(3-chlorophenyl)-5-hydroxy-2-methylbenzo[g]indole-3-carboxylate,UGQAKFHZWJRAJC-UHFFFAOYSA-N,,,0.8655413900197187,0.32801738,1.0,True,True,False
C18_negative|IK:URFCJEUYXNAHFI-UHFFFAOYSA-N,0,0.0,37,35.23809523809524,68,64.76190476190476,68,92361.72548688781,42054.73533582123,53827042898.82792,C18_negative|IK:URFCJEUYXNAHFI-UHFFFAOYSA-N,C18_negative,"5,7-Dihydroxyflavanone",URFCJEUYXNAHFI-UHFFFAOYSA-N,,,0.9903437349468815,0.64155483,1.0,False,False,False
C18_negative|IK:VCCRNZQBSJXYJD-UHFFFAOYSA-N,0,0.0,86,81.9047619047619,19,18.095238095238095,19,86851.31776005767,0.0,161805457329.04965,C18_negative|IK:VCCRNZQBSJXYJD-UHFFFAOYSA-N,C18_negative,Galangin,VCCRNZQBSJXYJD-UHFFFAOYSA-N,C10044,5262.0,0.8213957595698735,0.70209366,1.0,False,True,False
C18_negative|IK:VGEREEWJJVICBM-UHFFFAOYSA-N,0,0.0,97,92.38095238095238,8,7.619047619047619,8,7810.851057272117,0.0,2264032517.4987164,C18_negative|IK:VGEREEWJJVICBM-UHFFFAOYSA-N,C18_negative,Phloretin,VGEREEWJJVICBM-UHFFFAOYSA-N,C00774,17276.0,0.9807678962112142,0.38434738,1.0,True,True,False
C18_negative|IK:VIDNIVWPSMVGJV-UHFFFAOYSA-N,0,0.0,98,93.33333333333333,7,6.666666666666667,7,10743.740552712474,0.0,3309859375.5065126,C18_negative|IK:VIDNIVWPSMVGJV-UHFFFAOYSA-N,C18_negative,"7-ethenyl-4b-hydroxy-1,1,7-trimethyl-9-oxo-3,4,5,6,10,10a-hexahydro-2H-phenanthrene-4a-carboxylic acid",VIDNIVWPSMVGJV-UHFFFAOYSA-N,,,0.9515696188014652,0.3839541,1.0,True,True,False
C18_negative|IK:VYELCIXMHUBNAL-UHFFFAOYSA-N,0,0.0,98,93.33333333333333,7,6.666666666666667,7,2999.7572292631094,0.0,139506729.52099413,C18_negative|IK:VYELCIXMHUBNAL-UHFFFAOYSA-N,C18_negative,8-Prenylluteone,VYELCIXMHUBNAL-UHFFFAOYSA-N,,,0.980581071134728,0.41541353,1.0,True,True,False
C18_negative|IK:VZCYOOQTPOCHFL-UPHRSURJSA-N,0,0.0,88,83.80952380952381,17,16.19047619047619,17,157598.70337575907,0.0,287947869057.6513,C18_negative|IK:VZCYOOQTPOCHFL-UPHRSURJSA-N,C18_negative,Maleic Acid,VZCYOOQTPOCHFL-UPHRSURJSA-N,C01384,18300.0,0.9980354138201172,0.73673356,5.0,False,True,False
C18_negative|IK:WBYWAXJHAXSJNI-UHFFFAOYSA-N,0,0.0,67,63.80952380952381,38,36.19047619047619,38,60057.80069267184,0.0,62881685429.94836,C18_negative|IK:WBYWAXJHAXSJNI-UHFFFAOYSA-N,C18_negative,"2-Propenoic acid, 3-phenyl-",WBYWAXJHAXSJNI-UHFFFAOYSA-N,,,0.9960358250605944,0.46240678,1.0,False,False,False
C18_negative|IK:WBYWAXJHAXSJNI-VOTSOKGWSA-N,0,0.0,77,73.33333333333333,28,26.666666666666668,28,17176.28784677074,0.0,1475728762.7014909,C18_negative|IK:WBYWAXJHAXSJNI-VOTSOKGWSA-N,C18_negative,Cinnamic Acid,WBYWAXJHAXSJNI-VOTSOKGWSA-N,C00423,35697.0,0.9980186362715096,0.4026617,1.0,False,False,False
C18_negative|IK:WCGUUGGRBIKTOS-GPOJBZKASA-N,0,0.0,3,2.857142857142857,102,97.14285714285714,102,156828.4231326949,99148.30292341112,20557026848.57634,C18_negative|IK:WCGUUGGRBIKTOS-GPOJBZKASA-N,C18_negative,Ursolic Acid,WCGUUGGRBIKTOS-GPOJBZKASA-N,C08988,9908.0,0.9981035904399072,0.44212744,1.0,False,False,False
C18_negative|IK:WDODWBQJVMBHCO-UHFFFAOYSA-N,0,0.0,98,93.33333333333333,7,6.666666666666667,7,3562.2725000019705,0.0,239900101.98383665,C18_negative|IK:WDODWBQJVMBHCO-UHFFFAOYSA-N,C18_negative,Ketopinic Acid,WDODWBQJVMBHCO-UHFFFAOYSA-N,,,0.9974176052637032,0.5993085,1.0,True,True,False
C18_negative|IK:WEHFIEZHFRETHH-ZHACJKMWSA-N,0,0.0,67,63.80952380952381,38,36.19047619047619,38,33879.79349910839,0.0,2778861980.3606334,C18_negative|IK:WEHFIEZHFRETHH-ZHACJKMWSA-N,C18_negative,"(E)-1-[3-[(2,3-dihydroxyphenyl)methyl]-2,4-dihydroxy-6-methoxyphenyl]-3-phenylprop-2-en-1-one",WEHFIEZHFRETHH-ZHACJKMWSA-N,,,0.8333718281317959,0.30812666,1.0,False,False,False
C18_negative|IK:WEKCEGQSIIQPAQ-IRBNZIFYSA-N,0,0.0,96,91.42857142857143,9,8.571428571428571,9,9195.090307606053,0.0,1148333649.6659493,C18_negative|IK:WEKCEGQSIIQPAQ-IRBNZIFYSA-N,C18_negative,Acanthoside B,WEKCEGQSIIQPAQ-IRBNZIFYSA-N,,,0.9990634925768628,0.46575618,1.0,True,True,False
C18_negative|IK:WHBMMWSBFZVSSR-GSVOUGTGSA-N,0,0.0,82,78.0952380952381,23,21.904761904761905,23,53649.40268749859,0.0,22634050408.07589,C18_negative|IK:WHBMMWSBFZVSSR-GSVOUGTGSA-N,C18_negative,"3-Hydroxybutanoic acid, (R)-",WHBMMWSBFZVSSR-GSVOUGTGSA-N,C01089,17066.0,0.9939074800109176,0.69027317,2.0,False,False,False
C18_negative|IK:WJAOHEPEBANKEO-UHFFFAOYSA-N,0,0.0,12,11.428571428571429,93,88.57142857142857,93,1411090.2057093824,671946.5232509989,12136845407376.373,C18_negative|IK:WJAOHEPEBANKEO-UHFFFAOYSA-N,C18_negative,"Phenyl 3,4,5-trimethoxybenzoate",WJAOHEPEBANKEO-UHFFFAOYSA-N,,,0.9981095341700026,0.352201,1.0,False,False,False
C18_negative|IK:WLCHQSHZHFLMJH-GAVPBTRYSA-N,0,0.0,92,87.61904761904762,13,12.380952380952381,13,81584.87972326683,0.0,180922893578.95392,C18_negative|IK:WLCHQSHZHFLMJH-GAVPBTRYSA-N,C18_negative,"NCGC00168838-03_C30H46O5_(1R,2S,5aR,5bR,7aS,10R,12bR)-2-Hydroxy-10-isopropenyl-3,3,5a,5b,12b-pentamethyloctadecahydrodicyclopenta[a,i]phenanthrene-1,7a(1H)-dicarboxylic acid",WLCHQSHZHFLMJH-GAVPBTRYSA-N,,,0.8489485932531227,0.41358125,2.0,False,True,False
C18_negative|IK:WLJVXDMOQOGPHL-UHFFFAOYSA-N,0,0.0,58,55.23809523809524,47,44.76190476190476,47,95875.33860064826,0.0,366601192854.6808,C18_negative|IK:WLJVXDMOQOGPHL-UHFFFAOYSA-N,C18_negative,Phenylacetic Acid,WLJVXDMOQOGPHL-UHFFFAOYSA-N,C07086,30745.0,0.9987318073592636,0.46499157,1.0,False,False,False
C18_negative|IK:WQZGKKKJIJFFOK-DVKNGEFBSA-N,0,0.0,57,54.285714285714285,48,45.714285714285715,48,764035.4460916719,0.0,2304886954602.4683,C18_negative|IK:WQZGKKKJIJFFOK-DVKNGEFBSA-N,C18_negative,alpha-D-Glucopyranose,WQZGKKKJIJFFOK-DVKNGEFBSA-N,,,0.9974796128987812,0.8353004,5.0,False,False,False
C18_negative|IK:WSWCOQWTEOXDQX-MQQKCMAXSA-N,0,0.0,72,68.57142857142857,33,31.428571428571427,33,69904.79588618515,0.0,17213893683.372,C18_negative|IK:WSWCOQWTEOXDQX-MQQKCMAXSA-N,C18_negative,Sorbic Acid,WSWCOQWTEOXDQX-MQQKCMAXSA-N,,38358.0,0.9983858329371808,0.38859352,1.0,False,False,False
C18_negative|IK:WUADCCWRTIWANL-UHFFFAOYSA-N,0,0.0,83,79.04761904761905,22,20.952380952380953,22,21407.955896748135,0.0,2356850487.008099,C18_negative|IK:WUADCCWRTIWANL-UHFFFAOYSA-N,C18_negative,Biochanin A,WUADCCWRTIWANL-UHFFFAOYSA-N,C00814,17574.0,0.998710362496339,0.7158296,2.0,False,False,False
C18_negative|IK:WXNXCEHXYPACJF-ZETCQYMHSA-N,0,0.0,98,93.33333333333333,7,6.666666666666667,7,10736.504503392278,0.0,4503819298.197218,C18_negative|IK:WXNXCEHXYPACJF-ZETCQYMHSA-N,C18_negative,N-Acetyl-L-leucine,WXNXCEHXYPACJF-ZETCQYMHSA-N,C02710,17786.0,0.9953554043635038,0.4723374,1.0,True,True,False
C18_negative|IK:WXTMDXOMEHJXQO-UHFFFAOYSA-N,0,0.0,93,88.57142857142857,12,11.428571428571429,12,36826.580771629015,0.0,30846634613.85096,C18_negative|IK:WXTMDXOMEHJXQO-UHFFFAOYSA-N,C18_negative,Gentisic Acid,WXTMDXOMEHJXQO-UHFFFAOYSA-N,C00628,17189.0,0.9941769260168754,0.64907795,1.0,False,True,False
C18_negative|IK:XFZJEEAOWLFHDH-UKWJTHFESA-N,0,0.0,90,85.71428571428571,15,14.285714285714286,15,42304.186385038396,0.0,21833911658.83926,C18_negative|IK:XFZJEEAOWLFHDH-UKWJTHFESA-N,C18_negative,Procyanidin B1,XFZJEEAOWLFHDH-UKWJTHFESA-N,C10221,75633.0,0.9611901215689008,0.63902503,1.0,False,True,False
C18_negative|IK:XGEYXJDOVMEJNG-UHFFFAOYSA-N,0,0.0,72,68.57142857142857,33,31.428571428571427,33,71574.9749680666,0.0,22165409001.38759,C18_negative|IK:XGEYXJDOVMEJNG-UHFFFAOYSA-N,C18_negative,Okanin-4'-O-glucoside,XGEYXJDOVMEJNG-UHFFFAOYSA-N,,,0.9975865844230256,0.5269363,1.0,False,False,False
C18_negative|IK:XJMYUPJDAFKICJ-SEAQMCRASA-N,0,0.0,84,80.0,21,20.0,21,46359.35597210843,0.0,14552166996.547768,C18_negative|IK:XJMYUPJDAFKICJ-SEAQMCRASA-N,C18_negative,"2alpha,3beta,19alpha-Trihydroxyolean-12-en-28-oic acid",XJMYUPJDAFKICJ-SEAQMCRASA-N,,,0.9919930613134816,0.36601332,2.0,False,False,False
C18_negative|IK:XOPOEBVTQYAOSV-UHFFFAOYSA-N,0,0.0,99,94.28571428571429,6,5.714285714285714,6,51774.07473167683,0.0,71468653102.55591,C18_negative|IK:XOPOEBVTQYAOSV-UHFFFAOYSA-N,C18_negative,Butyl Gallate,XOPOEBVTQYAOSV-UHFFFAOYSA-N,,,0.6972774716922312,0.31504107,1.0,True,True,False
C18_negative|IK:XRVLGJCHUWXTDX-UHFFFAOYSA-N,0,0.0,74,70.47619047619048,31,29.523809523809526,31,380519.54848302715,0.0,1050622811648.6604,C18_negative|IK:XRVLGJCHUWXTDX-UHFFFAOYSA-N,C18_negative,Macluraxanthone,XRVLGJCHUWXTDX-UHFFFAOYSA-N,C10076,6623.0,0.8061658647922607,0.31833485,1.0,False,False,False
C18_negative|IK:XVUGUSLJPOBMDX-UHFFFAOYSA-N,0,0.0,97,92.38095238095238,8,7.619047619047619,8,9108.560585255935,0.0,1234605065.3985672,C18_negative|IK:XVUGUSLJPOBMDX-UHFFFAOYSA-N,C18_negative,"3-(3,4-dimethoxyphenyl)-6-hydroxy-4-methyl-2H-chromen-2-one",XVUGUSLJPOBMDX-UHFFFAOYSA-N,,,0.990000150467459,0.39111465,1.0,True,True,False
C18_negative|IK:YCIMNLLNPGFGHC-UHFFFAOYSA-N,0,0.0,44,41.904761904761905,61,58.095238095238095,61,498340.8474817267,108902.64953521451,1011090833703.2955,C18_negative|IK:YCIMNLLNPGFGHC-UHFFFAOYSA-N,C18_negative,Catechol,YCIMNLLNPGFGHC-UHFFFAOYSA-N,C00090,18135.0,0.9982977154326294,0.74236596,4.0,False,False,False
C18_negative|IK:YGSDEFSMJLZEOE-UHFFFAOYSA-N,0,0.0,80,76.19047619047619,25,23.80952380952381,25,1829150.9941938452,0.0,56584284544715.414,C18_negative|IK:YGSDEFSMJLZEOE-UHFFFAOYSA-N,C18_negative,Salicylic Acid,YGSDEFSMJLZEOE-UHFFFAOYSA-N,C00805,16914.0,0.999313313669822,0.7392537,6.0,False,False,False
C18_negative|IK:YHGNXQAFNHCBTK-OWOJBTEDSA-N,0,0.0,93,88.57142857142857,12,11.428571428571429,12,14590.951781378439,0.0,2066377025.5228803,C18_negative|IK:YHGNXQAFNHCBTK-OWOJBTEDSA-N,C18_negative,3-Hexenedioic acid,YHGNXQAFNHCBTK-OWOJBTEDSA-N,,86952.0,0.998876411808408,0.38950008,1.0,False,True,False
C18_negative|IK:YVYMBNSKXOXSKW-HXUWFJFHSA-N,0,0.0,89,84.76190476190476,16,15.238095238095237,16,22137.949880368902,0.0,5788290424.50878,C18_negative|IK:YVYMBNSKXOXSKW-HXUWFJFHSA-N,C18_negative,1-Palmitoyl-sn-glycero-3-phosphoethanolamine,YVYMBNSKXOXSKW-HXUWFJFHSA-N,,,0.9957171580179148,0.76138407,1.0,False,True,False
C18_negative|IK:ZHDJHNSKUYZDCF-UHFFFAOYSA-N,0,0.0,80,76.19047619047619,25,23.80952380952381,25,46438.657768635414,0.0,18628055962.483086,C18_negative|IK:ZHDJHNSKUYZDCF-UHFFFAOYSA-N,C18_negative,"6a,12a-Didehydroamorphigenin",ZHDJHNSKUYZDCF-UHFFFAOYSA-N,,,0.8305198844338867,0.39810672,1.0,False,False,False
C18_negative|IK:ZJSJQWDXAYNLNS-XJUVHSKASA-N,0,0.0,52,49.523809523809526,53,50.476190476190474,53,167144.05631861443,12266.72803234408,104510452411.26183,C18_negative|IK:ZJSJQWDXAYNLNS-XJUVHSKASA-N,C18_negative,"2-[4-[(3S,3aR,6S,6aR)-6-[3-methoxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2-methoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",ZJSJQWDXAYNLNS-XJUVHSKASA-N,,,0.8511538839470181,0.65172577,1.0,False,False,False
C18_negative|IK:ZWNLSRDFHQCTQW-UHFFFAOYSA-N,0,0.0,36,34.285714285714285,69,65.71428571428571,69,92404.11185327866,76924.91670240182,18862157842.344124,C18_negative|IK:ZWNLSRDFHQCTQW-UHFFFAOYSA-N,C18_negative,"2-Propen-1-one, 3-(4-hydroxyphenyl)-1-(2,4,6-trimethoxyphenyl)-",ZWNLSRDFHQCTQW-UHFFFAOYSA-N,,,0.9985048501204088,0.3658552,1.0,False,False,False
C18_positive|IK:ACHDMUPTZYZIGR-CUHSZNQNSA-N,0,0.0,82,78.0952380952381,23,21.904761904761905,23,47041.17418011379,0.0,20075023288.81121,C18_positive|IK:ACHDMUPTZYZIGR-CUHSZNQNSA-N,C18_positive,9-OxoOTrE,ACHDMUPTZYZIGR-CUHSZNQNSA-N,,142251.0,0.9907778361614245,0.7165887,2.0,False,False,False
C18_positive|IK:ACNCWTVOJNBNEN-UHFFFAOYSA-N,0,0.0,99,94.28571428571429,6,5.714285714285714,6,7517.713216318835,0.0,1310133071.998281,C18_positive|IK:ACNCWTVOJNBNEN-UHFFFAOYSA-N,C18_positive,methyl {[3-(4-ethylphenoxy)-4-oxo-4H-chromen-7-yl]oxy}acetate,ACNCWTVOJNBNEN-UHFFFAOYSA-N,,,0.801909693165725,0.34520218,1.0,True,True,False
C18_positive|IK:ACQNDKXMOBGYKN-UHFFFAOYSA-N,0,0.0,95,90.47619047619048,10,9.523809523809524,10,12963.764135389541,0.0,2150277453.03786,C18_positive|IK:ACQNDKXMOBGYKN-UHFFFAOYSA-N,C18_positive,"Methyl 2-[(2,4-dimethoxyphenyl)methylidene]-3-oxo-1-benzofuran-5-carboxylate",ACQNDKXMOBGYKN-UHFFFAOYSA-N,,,0.9645034693496004,0.38029394,1.0,False,True,False
C18_positive|IK:ACQRUPZAAPLQQP-UHFFFAOYSA-N,0,0.0,30,28.571428571428573,75,71.42857142857143,75,183129.4178435475,162617.12138922513,47106823120.1046,C18_positive|IK:ACQRUPZAAPLQQP-UHFFFAOYSA-N,C18_positive,"4,4,7a-trimethyl-3a,5,6,7-tetrahydro-3H-indene-1-carboxylic acid",ACQRUPZAAPLQQP-UHFFFAOYSA-N,,,0.996410641435282,0.3698221,1.0,False,False,False
C18_positive|IK:ADQWZZPCGOXVIC-UHFFFAOYSA-N,0,0.0,100,95.23809523809524,5,4.761904761904762,5,2924.5323069428314,0.0,206788448.9354996,C18_positive|IK:ADQWZZPCGOXVIC-UHFFFAOYSA-N,C18_positive,Methyl 2-(2-methoxy-4-prop-1-enylphenoxy)acetate,ADQWZZPCGOXVIC-UHFFFAOYSA-N,,,0.9954820558803316,0.33764413,1.0,True,True,True
C18_positive|IK:AEPMKZIOUKHDOO-UHFFFAOYSA-N,0,0.0,75,71.42857142857143,30,28.571428571428573,30,90850.51946812193,0.0,40674288539.70891,C18_positive|IK:AEPMKZIOUKHDOO-UHFFFAOYSA-N,C18_positive,2-(7-hydroxy-6-methyloctyl)-2H-furan-5-one,AEPMKZIOUKHDOO-UHFFFAOYSA-N,,,0.995673955733179,0.34190926,1.0,False,False,False
C18_positive|IK:AERBNCYCJBRYDG-KSZLIROESA-N,0,0.0,47,44.76190476190476,58,55.23809523809524,58,364647.94649320765,66214.88165447256,654517494432.4397,C18_positive|IK:AERBNCYCJBRYDG-KSZLIROESA-N,C18_positive,Phytosphingosine,AERBNCYCJBRYDG-KSZLIROESA-N,C12144,46961.0,0.9876660366043294,0.6017163,1.0,False,False,False
C18_positive|IK:AFDXODALSZRGIH-UHFFFAOYSA-N,0,0.0,58,55.23809523809524,47,44.76190476190476,47,129234.59644887531,0.0,64384981104.922035,C18_positive|IK:AFDXODALSZRGIH-UHFFFAOYSA-N,C18_positive,4-Methoxycinnamic acid,AFDXODALSZRGIH-UHFFFAOYSA-N,,48541.0,0.9958377069413462,0.7397219,1.0,False,False,False
C18_positive|IK:AGPKZVBTJJNPAG-UHNVWZDZSA-N,0,0.0,100,95.23809523809524,5,4.761904761904762,5,179874.4105231367,0.0,856629771433.6531,C18_positive|IK:AGPKZVBTJJNPAG-UHNVWZDZSA-N,C18_positive,"Alloisoleucine, DL-",AGPKZVBTJJNPAG-UHNVWZDZSA-N,,43433.0,0.9698127061170874,0.78754,5.0,True,True,True
C18_positive|IK:AGPKZVBTJJNPAG-WHFBIAKZSA-N,0,0.0,98,93.33333333333333,7,6.666666666666667,7,9410.381980045782,0.0,1723202873.8185515,C18_positive|IK:AGPKZVBTJJNPAG-WHFBIAKZSA-N,C18_positive,"(2S,3S)-2-ammonio-3-methylpentanoate",AGPKZVBTJJNPAG-WHFBIAKZSA-N,C00407,17191.0,0.9853017379145336,0.47989023,1.0,True,True,False
C18_positive|IK:AHYOMNWKYGMYMB-CIEFDVMPSA-N,0,0.0,97,92.38095238095238,8,7.619047619047619,8,33904.46003773728,0.0,15842605444.491467,C18_positive|IK:AHYOMNWKYGMYMB-CIEFDVMPSA-N,C18_positive,"(2R,3R,4S,5S,6R)-2-[[7-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-3-(hydroxymethyl)-6-methoxy-1,2,3,4-tetrahydronaphthalen-2-yl]methoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",AHYOMNWKYGMYMB-CIEFDVMPSA-N,,,0.8260759464635544,0.70644885,1.0,True,True,False
C18_positive|IK:AKARZXADDNXORH-WQVLWSBKSA-N,0,0.0,98,93.33333333333333,7,6.666666666666667,7,3932.8834668363643,0.0,247480828.51937073,C18_positive|IK:AKARZXADDNXORH-WQVLWSBKSA-N,C18_positive,"NCGC00381233-01_C21H28O12_alpha-D-Glucopyranoside, 4-O-[(2E)-1-oxo-3-phenyl-2-propen-1-yl]-beta-D-fructofuranosyl",AKARZXADDNXORH-WQVLWSBKSA-N,,,0.9928827999861872,0.30691373,1.0,True,True,False
C18_positive|IK:AMZAIPJCFMJTPM-UHFFFAOYSA-N,0,0.0,100,95.23809523809524,5,4.761904761904762,5,1200.6429195791948,0.0,29428875.95838689,C18_positive|IK:AMZAIPJCFMJTPM-UHFFFAOYSA-N,C18_positive,"{4-[(1,3-dioxo-1,3-dihydro-2H-inden-2-ylidene)methyl]phenoxy}acetic acid",AMZAIPJCFMJTPM-UHFFFAOYSA-N,,,0.994582943462924,0.38230374,1.0,True,True,True
C18_positive|IK:APODVSVTRILENH-UHFFFAOYSA-N,0,0.0,26,24.761904761904763,79,75.23809523809524,79,177413.93330628736,55232.63521549106,249545409265.7551,C18_positive|IK:APODVSVTRILENH-UHFFFAOYSA-N,C18_positive,"Methyl 10-hydroxy-2,4a,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-2-carboxylate",APODVSVTRILENH-UHFFFAOYSA-N,,,0.9823174231084262,0.80379665,1.0,False,False,False
C18_positive|IK:APQFDHZCDLNMLA-APACUCGBSA-N,0,0.0,91,86.66666666666667,14,13.333333333333334,14,26416.19429400326,0.0,5493086586.6488085,C18_positive|IK:APQFDHZCDLNMLA-APACUCGBSA-N,C18_positive,Ncgc00381184-01_C15H20O9_,APQFDHZCDLNMLA-APACUCGBSA-N,,,0.8275007531385419,0.4125511,2.0,False,True,False
C18_positive|IK:AQRQHYITOOVBTO-UHFFFAOYSA-N,0,0.0,94,89.52380952380952,11,10.476190476190476,11,5455.8182776633175,0.0,315930311.55110765,C18_positive|IK:AQRQHYITOOVBTO-UHFFFAOYSA-N,C18_positive,Pentapropylene glycol,AQRQHYITOOVBTO-UHFFFAOYSA-N,,,0.9975797200366868,0.50901556,1.0,False,True,False
C18_positive|IK:ARFRWVLNDNZOTL-UHFFFAOYSA-N,0,0.0,84,80.0,21,20.0,21,20423.073283362388,0.0,2173551132.964503,C18_positive|IK:ARFRWVLNDNZOTL-UHFFFAOYSA-N,C18_positive,4'-Hydroxy-3'-methoxyflavanone,ARFRWVLNDNZOTL-UHFFFAOYSA-N,,,0.9955693471163736,0.4131879,1.0,False,False,False
C18_positive|IK:ASWBNKHCZGQVJV-HSZRJFAPSA-N,0,0.0,92,87.61904761904762,13,12.380952380952381,13,144999.43123144968,0.0,553360773214.46,C18_positive|IK:ASWBNKHCZGQVJV-HSZRJFAPSA-N,C18_positive,1-Palmitoyl-sn-glycero-3-phosphocholine,ASWBNKHCZGQVJV-HSZRJFAPSA-N,C04230,72998.0,0.9039884613797684,0.8506818,2.0,False,True,False
C18_positive|IK:AXYJXSKPTBZVAC-UHFFFAOYSA-N,0,0.0,85,80.95238095238095,20,19.047619047619047,20,24194.220321739685,0.0,4985149603.510632,C18_positive|IK:AXYJXSKPTBZVAC-UHFFFAOYSA-N,C18_positive,2-(4-Ethoxyphenyl)-3-hydroxy-7-methylchromen-4-one,AXYJXSKPTBZVAC-UHFFFAOYSA-N,,,0.9966481106850243,0.39921728,1.0,False,False,False
C18_positive|IK:AZKVWQKMDGGDSV-UHFFFAOYSA-N,0,0.0,96,91.42857142857143,9,8.571428571428571,9,13806.290022852661,0.0,4741722611.813826,C18_positive|IK:AZKVWQKMDGGDSV-UHFFFAOYSA-N,C18_positive,"Methyl 1-hydroxy-7-(hydroxymethyl)-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-4-carboxylate",AZKVWQKMDGGDSV-UHFFFAOYSA-N,,,0.9984623298196712,0.53122956,1.0,True,True,False
C18_positive|IK:AZYVCLJYWIHOAD-UHFFFAOYSA-N,0,0.0,84,80.0,21,20.0,21,164072.25231030237,0.0,109598285211.2577,C18_positive|IK:AZYVCLJYWIHOAD-UHFFFAOYSA-N,C18_positive,Microminutin,AZYVCLJYWIHOAD-UHFFFAOYSA-N,,,0.6335668333543474,0.4516594,6.0,False,False,False
C18_positive|IK:BAHHZVVNFAOLAZ-UHFFFAOYSA-N,0,0.0,100,95.23809523809524,5,4.761904761904762,5,9606.25994960491,0.0,2026362068.736799,C18_positive|IK:BAHHZVVNFAOLAZ-UHFFFAOYSA-N,C18_positive,"3-(4-Hydroxy-3-methoxyphenyl)-1-(2,4,6-trimethoxyphenyl)prop-2-en-1-one",BAHHZVVNFAOLAZ-UHFFFAOYSA-N,,,0.7666923972313928,0.33409438,1.0,True,True,True
C18_positive|IK:BAVONGHXFVOKBV-UHFFFAOYSA-N,0,0.0,100,95.23809523809524,5,4.761904761904762,5,9321.56243325777,0.0,2515275588.9948726,C18_positive|IK:BAVONGHXFVOKBV-UHFFFAOYSA-N,C18_positive,Carveol,BAVONGHXFVOKBV-UHFFFAOYSA-N,,,,0.6948788,1.0,True,True,True
C18_positive|IK:BBIXOODYWPFNDT-CIUDSAMLSA-N,0,0.0,96,91.42857142857143,9,8.571428571428571,9,70434.96695574379,0.0,93940862148.04066,C18_positive|IK:BBIXOODYWPFNDT-CIUDSAMLSA-N,C18_positive,"(2S)-1-[(2S,3S)-2-azaniumyl-3-methylpentanoyl]pyrrolidine-2-carboxylate",BBIXOODYWPFNDT-CIUDSAMLSA-N,,74076.0,0.9964549065326094,0.7627111,1.0,True,True,False
