target,n_missing,pct_missing,n_zero,pct_zero,n_nonzero,pct_nonzero,n_samples_present,mean,median,variance,metabolite_key,assay,name,inchikey,kegg,chebi,Confidence Score,Entropy Similarity,Spectra with Annotation (n),flag_present_lt_10_samples,flag_present_lt_20_samples,flag_zero_gt_95pct
C18_negative|IK:OKVJCVWFVRATSG-UHFFFAOYSA-N,0,0.0,70,66.66666666666667,35,33.333333333333336,35,131011.76876165849,0.0,55847739365.258865,C18_negative|IK:OKVJCVWFVRATSG-UHFFFAOYSA-N,C18_negative,3-Hydroxybenzyl alcohol,OKVJCVWFVRATSG-UHFFFAOYSA-N,C03351,17069.0,0.9942052223068668,0.62893766,2.0,False,False,False
C18_negative|IK:PFTAWBLQPZVEMU-UHFFFAOYSA-N,0,0.0,32,30.476190476190474,73,69.52380952380952,73,381395.3389213544,79675.10138436151,485939904837.7627,C18_negative|IK:PFTAWBLQPZVEMU-UHFFFAOYSA-N,C18_negative,"2-(3,4-Dihydroxyphenyl)chroman-3,5,7-triol",PFTAWBLQPZVEMU-UHFFFAOYSA-N,,,0.9977595632849758,0.8990961,2.0,False,False,False
C18_negative|IK:PFTAWBLQPZVEMU-UKRRQHHQSA-N,0,0.0,83,79.04761904761905,22,20.952380952380953,22,191955.31901007873,0.0,737945435783.3055,C18_negative|IK:PFTAWBLQPZVEMU-UKRRQHHQSA-N,C18_negative,Epicatechin,PFTAWBLQPZVEMU-UKRRQHHQSA-N,C09727,90.0,0.9987185502606633,0.8436332,2.0,False,False,False
C18_negative|IK:PRAUVHZJPXOEIF-UHFFFAOYSA-N,0,0.0,84,80.0,21,20.0,21,14350.259306942535,0.0,1377694170.4348323,C18_negative|IK:PRAUVHZJPXOEIF-UHFFFAOYSA-N,C18_negative,"2,3,6,23-Tetrahydroxyurs-12-en-28-oic acid",PRAUVHZJPXOEIF-UHFFFAOYSA-N,,,0.985830484842331,0.35281372,1.0,False,False,False
C18_negative|IK:PVWALMCXZUMCBB-UHFFFAOYSA-N,0,0.0,81,77.14285714285714,24,22.857142857142858,24,11739.33829054036,0.0,561727780.5518031,C18_negative|IK:PVWALMCXZUMCBB-UHFFFAOYSA-N,C18_negative,"7,2',3'-Trimethoxyflavone",PVWALMCXZUMCBB-UHFFFAOYSA-N,,,0.9946131308744606,0.4320627,1.0,False,False,False
C18_negative|IK:QAIPRVGONGVQAS-UHFFFAOYSA-N,0,0.0,32,30.476190476190474,73,69.52380952380952,73,160177.9722270834,35232.241146121174,152190986943.75616,C18_negative|IK:QAIPRVGONGVQAS-UHFFFAOYSA-N,C18_negative,"3,4-Dihydroxy cinnamic acid",QAIPRVGONGVQAS-UHFFFAOYSA-N,,,0.9985550645329226,0.7691637,2.0,False,False,False
C18_negative|IK:QGJZLNKBHJESQX-UHFFFAOYSA-N,0,0.0,37,35.23809523809524,68,64.76190476190476,68,50833.78817155815,26555.93817294389,14029863872.800507,C18_negative|IK:QGJZLNKBHJESQX-UHFFFAOYSA-N,C18_negative,"9-Hydroxy-5a,5b,8,8,11a-pentamethyl-1-prop-1-en-2-yl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carboxylic acid",QGJZLNKBHJESQX-UHFFFAOYSA-N,,,0.9955270420024076,0.3501903,1.0,False,False,False
C18_negative|IK:QQHJDPROMQRDLA-UHFFFAOYSA-N,0,0.0,50,47.61904761904762,55,52.38095238095238,55,153663.79029361485,28032.851893717656,117068050093.70425,C18_negative|IK:QQHJDPROMQRDLA-UHFFFAOYSA-N,C18_negative,Hexadecanedioic acid,QQHJDPROMQRDLA-UHFFFAOYSA-N,C19615,73722.0,0.9957614687962492,0.50712806,2.0,False,False,False
C18_negative|IK:RGHHSNMVTDWUBI-UHFFFAOYSA-N,0,0.0,44,41.904761904761905,61,58.095238095238095,61,470197.8321649054,213642.33771640065,688971005153.688,C18_negative|IK:RGHHSNMVTDWUBI-UHFFFAOYSA-N,C18_negative,4-Hydroxybenzaldehyde,RGHHSNMVTDWUBI-UHFFFAOYSA-N,C00633,17597.0,0.9871759224320278,0.7350106,5.0,False,False,False
C18_negative|IK:RHBSLIMVGWKFQW-UHFFFAOYSA-N,0,0.0,0,0.0,105,100.0,105,2507537.3550050254,1473067.397055449,17294807225666.121,C18_negative|IK:RHBSLIMVGWKFQW-UHFFFAOYSA-N,C18_negative,"1-(2,4-Dihydroxyphenyl)-2-(4-Ethylphenoxy)Ethanone",RHBSLIMVGWKFQW-UHFFFAOYSA-N,,,0.7642536823690065,0.39169854,2.0,False,False,False
C18_negative|IK:ROJOJPXRGHLGTC-UHFFFAOYSA-N,0,0.0,2,1.9047619047619047,103,98.0952380952381,103,1838383.9464583977,1391555.3932337577,4925481977616.576,C18_negative|IK:ROJOJPXRGHLGTC-UHFFFAOYSA-N,C18_negative,"1-(2-Hydroxy-4,6-dimethoxyphenyl)-2-(4-methoxyphenyl)ethanone",ROJOJPXRGHLGTC-UHFFFAOYSA-N,,,0.8392788215642019,0.30497453,2.0,False,False,False
C18_negative|IK:RSKTWDAINBIMPD-MCVCZSGFSA-N,0,0.0,71,67.61904761904762,34,32.38095238095238,34,216720.14821589604,0.0,305877909161.87683,C18_negative|IK:RSKTWDAINBIMPD-MCVCZSGFSA-N,C18_negative,"NCGC00380538-01_C21H36O10_(6,6-Dimethylbicyclo[3.1.1]hept-2-yl)methyl 6-O-[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside",RSKTWDAINBIMPD-MCVCZSGFSA-N,,,0.9966858628976624,0.5620914,2.0,False,False,False
C18_negative|IK:RTIXKCRFFJGDFG-UHFFFAOYSA-N,0,0.0,65,61.904761904761905,40,38.095238095238095,40,38461.179452582866,0.0,5981030264.152656,C18_negative|IK:RTIXKCRFFJGDFG-UHFFFAOYSA-N,C18_negative,Chrysin,RTIXKCRFFJGDFG-UHFFFAOYSA-N,C10028,75095.0,0.9994514146112246,0.72938156,1.0,False,False,False
C18_negative|IK:RYWDJUUPROVLNV-LXFHESFISA-N,0,0.0,54,51.42857142857143,51,48.57142857142857,51,140279.43733093605,0.0,94008646435.10287,C18_negative|IK:RYWDJUUPROVLNV-LXFHESFISA-N,C18_negative,"NCGC00385679-01_C24H28O13_Cyclopenta[c]pyran-4-carboxylic acid, 1-(beta-D-glucopyranosyloxy)-1,4a,5,7a-tetrahydro-7-[[(4-hydroxy-3-methoxybenzoyl)oxy]methyl]-",RYWDJUUPROVLNV-LXFHESFISA-N,,,0.9715358697776292,0.38728333,1.0,False,False,False
C18_negative|IK:SMUMBCREXHTKFN-VZOUQOBNSA-N,0,0.0,2,1.9047619047619047,103,98.0952380952381,103,2523232.1898682327,607120.3770885244,15628448046973.965,C18_negative|IK:SMUMBCREXHTKFN-VZOUQOBNSA-N,C18_negative,hydrangeifolin I,SMUMBCREXHTKFN-VZOUQOBNSA-N,,,0.7975791581226072,0.59737575,1.0,False,False,False
C18_negative|IK:SQFSKOYWJBQGKQ-UHFFFAOYSA-N,0,0.0,57,54.285714285714285,48,45.714285714285715,48,159005.5358817457,0.0,374608149903.28644,C18_negative|IK:SQFSKOYWJBQGKQ-UHFFFAOYSA-N,C18_negative,Kaempferide,SQFSKOYWJBQGKQ-UHFFFAOYSA-N,C10098,6099.0,0.98573593762731,0.5340661,1.0,False,False,False
C18_negative|IK:UGAGPNKCDRTDHP-UHFFFAOYSA-N,0,0.0,69,65.71428571428571,36,34.285714285714285,36,119336.18843980269,0.0,148321102848.514,C18_negative|IK:UGAGPNKCDRTDHP-UHFFFAOYSA-N,C18_negative,16-Hydroxypalmitic acid,UGAGPNKCDRTDHP-UHFFFAOYSA-N,C18218,55328.0,0.9956613478452292,0.49896836,1.0,False,False,False
C18_negative|IK:URFCJEUYXNAHFI-UHFFFAOYSA-N,0,0.0,37,35.23809523809524,68,64.76190476190476,68,92361.72548688781,42054.73533582123,53827042898.82792,C18_negative|IK:URFCJEUYXNAHFI-UHFFFAOYSA-N,C18_negative,"5,7-Dihydroxyflavanone",URFCJEUYXNAHFI-UHFFFAOYSA-N,,,0.9903437349468815,0.64155483,1.0,False,False,False
C18_negative|IK:WBYWAXJHAXSJNI-UHFFFAOYSA-N,0,0.0,67,63.80952380952381,38,36.19047619047619,38,60057.80069267184,0.0,62881685429.94836,C18_negative|IK:WBYWAXJHAXSJNI-UHFFFAOYSA-N,C18_negative,"2-Propenoic acid, 3-phenyl-",WBYWAXJHAXSJNI-UHFFFAOYSA-N,,,0.9960358250605944,0.46240678,1.0,False,False,False
C18_negative|IK:WBYWAXJHAXSJNI-VOTSOKGWSA-N,0,0.0,77,73.33333333333333,28,26.666666666666668,28,17176.28784677074,0.0,1475728762.7014909,C18_negative|IK:WBYWAXJHAXSJNI-VOTSOKGWSA-N,C18_negative,Cinnamic Acid,WBYWAXJHAXSJNI-VOTSOKGWSA-N,C00423,35697.0,0.9980186362715096,0.4026617,1.0,False,False,False
C18_negative|IK:WCGUUGGRBIKTOS-GPOJBZKASA-N,0,0.0,3,2.857142857142857,102,97.14285714285714,102,156828.4231326949,99148.30292341112,20557026848.57634,C18_negative|IK:WCGUUGGRBIKTOS-GPOJBZKASA-N,C18_negative,Ursolic Acid,WCGUUGGRBIKTOS-GPOJBZKASA-N,C08988,9908.0,0.9981035904399072,0.44212744,1.0,False,False,False
C18_negative|IK:WEHFIEZHFRETHH-ZHACJKMWSA-N,0,0.0,67,63.80952380952381,38,36.19047619047619,38,33879.79349910839,0.0,2778861980.3606334,C18_negative|IK:WEHFIEZHFRETHH-ZHACJKMWSA-N,C18_negative,"(E)-1-[3-[(2,3-dihydroxyphenyl)methyl]-2,4-dihydroxy-6-methoxyphenyl]-3-phenylprop-2-en-1-one",WEHFIEZHFRETHH-ZHACJKMWSA-N,,,0.8333718281317959,0.30812666,1.0,False,False,False
C18_negative|IK:WHBMMWSBFZVSSR-GSVOUGTGSA-N,0,0.0,82,78.0952380952381,23,21.904761904761905,23,53649.40268749859,0.0,22634050408.07589,C18_negative|IK:WHBMMWSBFZVSSR-GSVOUGTGSA-N,C18_negative,"3-Hydroxybutanoic acid, (R)-",WHBMMWSBFZVSSR-GSVOUGTGSA-N,C01089,17066.0,0.9939074800109176,0.69027317,2.0,False,False,False
C18_negative|IK:WJAOHEPEBANKEO-UHFFFAOYSA-N,0,0.0,12,11.428571428571429,93,88.57142857142857,93,1411090.2057093824,671946.5232509989,12136845407376.373,C18_negative|IK:WJAOHEPEBANKEO-UHFFFAOYSA-N,C18_negative,"Phenyl 3,4,5-trimethoxybenzoate",WJAOHEPEBANKEO-UHFFFAOYSA-N,,,0.9981095341700026,0.352201,1.0,False,False,False
C18_negative|IK:WLJVXDMOQOGPHL-UHFFFAOYSA-N,0,0.0,58,55.23809523809524,47,44.76190476190476,47,95875.33860064826,0.0,366601192854.6808,C18_negative|IK:WLJVXDMOQOGPHL-UHFFFAOYSA-N,C18_negative,Phenylacetic Acid,WLJVXDMOQOGPHL-UHFFFAOYSA-N,C07086,30745.0,0.9987318073592636,0.46499157,1.0,False,False,False
C18_negative|IK:WQZGKKKJIJFFOK-DVKNGEFBSA-N,0,0.0,57,54.285714285714285,48,45.714285714285715,48,764035.4460916719,0.0,2304886954602.4683,C18_negative|IK:WQZGKKKJIJFFOK-DVKNGEFBSA-N,C18_negative,alpha-D-Glucopyranose,WQZGKKKJIJFFOK-DVKNGEFBSA-N,,,0.9974796128987812,0.8353004,5.0,False,False,False
C18_negative|IK:WSWCOQWTEOXDQX-MQQKCMAXSA-N,0,0.0,72,68.57142857142857,33,31.428571428571427,33,69904.79588618515,0.0,17213893683.372,C18_negative|IK:WSWCOQWTEOXDQX-MQQKCMAXSA-N,C18_negative,Sorbic Acid,WSWCOQWTEOXDQX-MQQKCMAXSA-N,,38358.0,0.9983858329371808,0.38859352,1.0,False,False,False
C18_negative|IK:WUADCCWRTIWANL-UHFFFAOYSA-N,0,0.0,83,79.04761904761905,22,20.952380952380953,22,21407.955896748135,0.0,2356850487.008099,C18_negative|IK:WUADCCWRTIWANL-UHFFFAOYSA-N,C18_negative,Biochanin A,WUADCCWRTIWANL-UHFFFAOYSA-N,C00814,17574.0,0.998710362496339,0.7158296,2.0,False,False,False
C18_negative|IK:XGEYXJDOVMEJNG-UHFFFAOYSA-N,0,0.0,72,68.57142857142857,33,31.428571428571427,33,71574.9749680666,0.0,22165409001.38759,C18_negative|IK:XGEYXJDOVMEJNG-UHFFFAOYSA-N,C18_negative,Okanin-4'-O-glucoside,XGEYXJDOVMEJNG-UHFFFAOYSA-N,,,0.9975865844230256,0.5269363,1.0,False,False,False
C18_negative|IK:XJMYUPJDAFKICJ-SEAQMCRASA-N,0,0.0,84,80.0,21,20.0,21,46359.35597210843,0.0,14552166996.547768,C18_negative|IK:XJMYUPJDAFKICJ-SEAQMCRASA-N,C18_negative,"2alpha,3beta,19alpha-Trihydroxyolean-12-en-28-oic acid",XJMYUPJDAFKICJ-SEAQMCRASA-N,,,0.9919930613134816,0.36601332,2.0,False,False,False
C18_negative|IK:XRVLGJCHUWXTDX-UHFFFAOYSA-N,0,0.0,74,70.47619047619048,31,29.523809523809526,31,380519.54848302715,0.0,1050622811648.6604,C18_negative|IK:XRVLGJCHUWXTDX-UHFFFAOYSA-N,C18_negative,Macluraxanthone,XRVLGJCHUWXTDX-UHFFFAOYSA-N,C10076,6623.0,0.8061658647922607,0.31833485,1.0,False,False,False
C18_negative|IK:YCIMNLLNPGFGHC-UHFFFAOYSA-N,0,0.0,44,41.904761904761905,61,58.095238095238095,61,498340.8474817267,108902.64953521451,1011090833703.2955,C18_negative|IK:YCIMNLLNPGFGHC-UHFFFAOYSA-N,C18_negative,Catechol,YCIMNLLNPGFGHC-UHFFFAOYSA-N,C00090,18135.0,0.9982977154326294,0.74236596,4.0,False,False,False
C18_negative|IK:YGSDEFSMJLZEOE-UHFFFAOYSA-N,0,0.0,80,76.19047619047619,25,23.80952380952381,25,1829150.9941938452,0.0,56584284544715.414,C18_negative|IK:YGSDEFSMJLZEOE-UHFFFAOYSA-N,C18_negative,Salicylic Acid,YGSDEFSMJLZEOE-UHFFFAOYSA-N,C00805,16914.0,0.999313313669822,0.7392537,6.0,False,False,False
C18_negative|IK:ZHDJHNSKUYZDCF-UHFFFAOYSA-N,0,0.0,80,76.19047619047619,25,23.80952380952381,25,46438.657768635414,0.0,18628055962.483086,C18_negative|IK:ZHDJHNSKUYZDCF-UHFFFAOYSA-N,C18_negative,"6a,12a-Didehydroamorphigenin",ZHDJHNSKUYZDCF-UHFFFAOYSA-N,,,0.8305198844338867,0.39810672,1.0,False,False,False
C18_negative|IK:ZJSJQWDXAYNLNS-XJUVHSKASA-N,0,0.0,52,49.523809523809526,53,50.476190476190474,53,167144.05631861443,12266.72803234408,104510452411.26183,C18_negative|IK:ZJSJQWDXAYNLNS-XJUVHSKASA-N,C18_negative,"2-[4-[(3S,3aR,6S,6aR)-6-[3-methoxy-4-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-3-yl]-2-methoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol",ZJSJQWDXAYNLNS-XJUVHSKASA-N,,,0.8511538839470181,0.65172577,1.0,False,False,False
C18_negative|IK:ZWNLSRDFHQCTQW-UHFFFAOYSA-N,0,0.0,36,34.285714285714285,69,65.71428571428571,69,92404.11185327866,76924.91670240182,18862157842.344124,C18_negative|IK:ZWNLSRDFHQCTQW-UHFFFAOYSA-N,C18_negative,"2-Propen-1-one, 3-(4-hydroxyphenyl)-1-(2,4,6-trimethoxyphenyl)-",ZWNLSRDFHQCTQW-UHFFFAOYSA-N,,,0.9985048501204088,0.3658552,1.0,False,False,False
C18_positive|IK:ACHDMUPTZYZIGR-CUHSZNQNSA-N,0,0.0,82,78.0952380952381,23,21.904761904761905,23,47041.17418011379,0.0,20075023288.81121,C18_positive|IK:ACHDMUPTZYZIGR-CUHSZNQNSA-N,C18_positive,9-OxoOTrE,ACHDMUPTZYZIGR-CUHSZNQNSA-N,,142251.0,0.9907778361614245,0.7165887,2.0,False,False,False
C18_positive|IK:ACQRUPZAAPLQQP-UHFFFAOYSA-N,0,0.0,30,28.571428571428573,75,71.42857142857143,75,183129.4178435475,162617.12138922513,47106823120.1046,C18_positive|IK:ACQRUPZAAPLQQP-UHFFFAOYSA-N,C18_positive,"4,4,7a-trimethyl-3a,5,6,7-tetrahydro-3H-indene-1-carboxylic acid",ACQRUPZAAPLQQP-UHFFFAOYSA-N,,,0.996410641435282,0.3698221,1.0,False,False,False
C18_positive|IK:AEPMKZIOUKHDOO-UHFFFAOYSA-N,0,0.0,75,71.42857142857143,30,28.571428571428573,30,90850.51946812193,0.0,40674288539.70891,C18_positive|IK:AEPMKZIOUKHDOO-UHFFFAOYSA-N,C18_positive,2-(7-hydroxy-6-methyloctyl)-2H-furan-5-one,AEPMKZIOUKHDOO-UHFFFAOYSA-N,,,0.995673955733179,0.34190926,1.0,False,False,False
C18_positive|IK:AERBNCYCJBRYDG-KSZLIROESA-N,0,0.0,47,44.76190476190476,58,55.23809523809524,58,364647.94649320765,66214.88165447256,654517494432.4397,C18_positive|IK:AERBNCYCJBRYDG-KSZLIROESA-N,C18_positive,Phytosphingosine,AERBNCYCJBRYDG-KSZLIROESA-N,C12144,46961.0,0.9876660366043294,0.6017163,1.0,False,False,False
C18_positive|IK:AFDXODALSZRGIH-UHFFFAOYSA-N,0,0.0,58,55.23809523809524,47,44.76190476190476,47,129234.59644887531,0.0,64384981104.922035,C18_positive|IK:AFDXODALSZRGIH-UHFFFAOYSA-N,C18_positive,4-Methoxycinnamic acid,AFDXODALSZRGIH-UHFFFAOYSA-N,,48541.0,0.9958377069413462,0.7397219,1.0,False,False,False
C18_positive|IK:APODVSVTRILENH-UHFFFAOYSA-N,0,0.0,26,24.761904761904763,79,75.23809523809524,79,177413.93330628736,55232.63521549106,249545409265.7551,C18_positive|IK:APODVSVTRILENH-UHFFFAOYSA-N,C18_positive,"Methyl 10-hydroxy-2,4a,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-2-carboxylate",APODVSVTRILENH-UHFFFAOYSA-N,,,0.9823174231084262,0.80379665,1.0,False,False,False
C18_positive|IK:ARFRWVLNDNZOTL-UHFFFAOYSA-N,0,0.0,84,80.0,21,20.0,21,20423.073283362388,0.0,2173551132.964503,C18_positive|IK:ARFRWVLNDNZOTL-UHFFFAOYSA-N,C18_positive,4'-Hydroxy-3'-methoxyflavanone,ARFRWVLNDNZOTL-UHFFFAOYSA-N,,,0.9955693471163736,0.4131879,1.0,False,False,False
C18_positive|IK:AXYJXSKPTBZVAC-UHFFFAOYSA-N,0,0.0,85,80.95238095238095,20,19.047619047619047,20,24194.220321739685,0.0,4985149603.510632,C18_positive|IK:AXYJXSKPTBZVAC-UHFFFAOYSA-N,C18_positive,2-(4-Ethoxyphenyl)-3-hydroxy-7-methylchromen-4-one,AXYJXSKPTBZVAC-UHFFFAOYSA-N,,,0.9966481106850243,0.39921728,1.0,False,False,False
C18_positive|IK:AZYVCLJYWIHOAD-UHFFFAOYSA-N,0,0.0,84,80.0,21,20.0,21,164072.25231030237,0.0,109598285211.2577,C18_positive|IK:AZYVCLJYWIHOAD-UHFFFAOYSA-N,C18_positive,Microminutin,AZYVCLJYWIHOAD-UHFFFAOYSA-N,,,0.6335668333543474,0.4516594,6.0,False,False,False
C18_positive|IK:BBZCPUCZKLTAJQ-UHFFFAOYSA-N,0,0.0,50,47.61904761904762,55,52.38095238095238,55,128343.98743272864,35646.99915661104,72204875347.82794,C18_positive|IK:BBZCPUCZKLTAJQ-UHFFFAOYSA-N,C18_positive,3-Methyl-2-indolinone,BBZCPUCZKLTAJQ-UHFFFAOYSA-N,C02366,17397.0,0.9963723270215632,0.37753,1.0,False,False,False
C18_positive|IK:BJHIKXHVCXFQLS-PQLUHFTBSA-N,0,0.0,74,70.47619047619048,31,29.523809523809526,31,2564168.40316351,0.0,33402682447522.06,C18_positive|IK:BJHIKXHVCXFQLS-PQLUHFTBSA-N,C18_positive,Tagatose,BJHIKXHVCXFQLS-PQLUHFTBSA-N,C00795,47693.0,0.994534193665732,0.5453014,2.0,False,False,False
C18_positive|IK:BJQHLKABXJIVAM-UHFFFAOYSA-N,0,0.0,52,49.523809523809526,53,50.476190476190474,53,33220.57102166869,26676.5945618758,2094620578.0516586,C18_positive|IK:BJQHLKABXJIVAM-UHFFFAOYSA-N,C18_positive,Bis(2-ethylhexyl) phthalate,BJQHLKABXJIVAM-UHFFFAOYSA-N,C03690,17747.0,0.9908331753064854,0.38849583,1.0,False,False,False
C18_positive|IK:BJRNKVDFDLYUGJ-UHFFFAOYSA-N,0,0.0,56,53.333333333333336,49,46.666666666666664,49,388462.00686751987,0.0,417811631270.1227,C18_positive|IK:BJRNKVDFDLYUGJ-UHFFFAOYSA-N,C18_positive,"2-(Hydroxymethyl)-6-(4-hydroxyphenoxy)oxane-3,4,5-triol",BJRNKVDFDLYUGJ-UHFFFAOYSA-N,,,0.994232025451986,0.3807153,1.0,False,False,False
C18_positive|IK:BSSIFJHEGYUPRJ-HNCKFYPBSA-N,0,0.0,58,55.23809523809524,47,44.76190476190476,47,55971.17022894707,0.0,8483927490.5272875,C18_positive|IK:BSSIFJHEGYUPRJ-HNCKFYPBSA-N,C18_positive,Phenethyl sophoroside,BSSIFJHEGYUPRJ-HNCKFYPBSA-N,,,0.994268169710446,0.31543332,1.0,False,False,False
C18_positive|IK:CCRCUPLGCSFEDV-BQYQJAHWSA-N,0,0.0,80,76.19047619047619,25,23.80952380952381,25,52913.00473436628,0.0,15414754357.762566,C18_positive|IK:CCRCUPLGCSFEDV-BQYQJAHWSA-N,C18_positive,Methyl Cinnamate,CCRCUPLGCSFEDV-BQYQJAHWSA-N,C06358,194138.0,0.996152844637728,0.66685915,1.0,False,False,False
C18_positive|IK:CDRPUGZCRXZLFL-UHFFFAOYSA-N,0,0.0,47,44.76190476190476,58,55.23809523809524,58,1713560.4356965316,763687.495936837,5008823487127.029,C18_positive|IK:CDRPUGZCRXZLFL-UHFFFAOYSA-N,C18_positive,"4-(2-(3,5-Dihydroxyphenyl)Ethenyl)Benzene-1,2-Diol",CDRPUGZCRXZLFL-UHFFFAOYSA-N,,,0.8520364263902276,0.30212128,1.0,False,False,False
C18_positive|IK:CDVMOSRXPDTXBF-LKVSRFHLSA-N,0,0.0,85,80.95238095238095,20,19.047619047619047,20,158042.17424459962,0.0,761130263677.8309,C18_positive|IK:CDVMOSRXPDTXBF-LKVSRFHLSA-N,C18_positive,"(4S,4AR)-4-(Hydroxymethyl)-3,4A,8,8-tetramethyl-5,6,7,8A-tetrahydro-4H-naphthalen-1-one",CDVMOSRXPDTXBF-LKVSRFHLSA-N,,,0.9960342138115312,0.50868416,4.0,False,False,False
C18_positive|IK:CJBDUOMQLFKVQC-UHFFFAOYSA-N,0,0.0,71,67.61904761904762,34,32.38095238095238,34,84398.7172420821,0.0,32988883423.565876,C18_positive|IK:CJBDUOMQLFKVQC-UHFFFAOYSA-N,C18_positive,2-Hydroxybenzenepropanoic acid,CJBDUOMQLFKVQC-UHFFFAOYSA-N,C01198,16104.0,0.9972849435462924,0.40525892,2.0,False,False,False
C18_positive|IK:COBPKKZHLDDMTB-UHFFFAOYSA-N,0,0.0,85,80.95238095238095,20,19.047619047619047,20,18846.86771040812,0.0,3216849607.464821,C18_positive|IK:COBPKKZHLDDMTB-UHFFFAOYSA-N,C18_positive,Triethylene glycol monobutyl ether,COBPKKZHLDDMTB-UHFFFAOYSA-N,,,0.999171574263254,0.56499213,1.0,False,False,False
C18_positive|IK:CRULJZWXPCYLAC-UHFFFAOYSA-N,0,0.0,43,40.95238095238095,62,59.04761904761905,62,112463.51209373471,57676.88881456107,34637010549.51009,C18_positive|IK:CRULJZWXPCYLAC-UHFFFAOYSA-N,C18_positive,Panglimycin C,CRULJZWXPCYLAC-UHFFFAOYSA-N,,,0.9870468901883572,0.30805793,1.0,False,False,False
C18_positive|IK:CZDNLUMNELLDDD-QZFWYPLZSA-N,0,0.0,7,6.666666666666667,98,93.33333333333333,98,35019023.581323706,14828590.733833363,1925033090590622.5,C18_positive|IK:CZDNLUMNELLDDD-QZFWYPLZSA-N,C18_positive,Salicortin,CZDNLUMNELLDDD-QZFWYPLZSA-N,,,0.9789115395765406,0.7030144,1.0,False,False,False
C18_positive|IK:CZMRCDWAGMRECN-UGDNZRGBSA-N,0,0.0,0,0.0,105,100.0,105,9675852.39282929,7296854.965834354,59055420947097.836,C18_positive|IK:CZMRCDWAGMRECN-UGDNZRGBSA-N,C18_positive,Sucrose,CZMRCDWAGMRECN-UGDNZRGBSA-N,C00089,17992.0,0.9962358568425224,0.85550976,1.0,False,False,False
C18_positive|IK:DANYIYRPLHHOCZ-UHFFFAOYSA-N,0,0.0,32,30.476190476190474,73,69.52380952380952,73,343885.7477760159,112277.68985048124,1536904356234.1484,C18_positive|IK:DANYIYRPLHHOCZ-UHFFFAOYSA-N,C18_positive,Acacetin,DANYIYRPLHHOCZ-UHFFFAOYSA-N,C01470,15335.0,0.9991528410421612,0.69328344,3.0,False,False,False
C18_positive|IK:DJOJDHGQRNZXQQ-AWEZNQCLSA-N,0,0.0,65,61.904761904761905,40,38.095238095238095,40,158613.14846704822,0.0,283943560644.5154,C18_positive|IK:DJOJDHGQRNZXQQ-AWEZNQCLSA-N,C18_positive,Sakuranetin,DJOJDHGQRNZXQQ-AWEZNQCLSA-N,,,0.9993613247189068,0.6837524,1.0,False,False,False
C18_positive|IK:DKZBBWMURDFHNE-NSCUHMNNSA-N,0,0.0,66,62.857142857142854,39,37.142857142857146,39,187772.75853314216,0.0,156237950312.0657,C18_positive|IK:DKZBBWMURDFHNE-NSCUHMNNSA-N,C18_positive,4-Hydroxy-3-methoxycinnamaldehyde,DKZBBWMURDFHNE-NSCUHMNNSA-N,C02666,16547.0,0.9995096303198334,0.72983533,1.0,False,False,False
C18_positive|IK:DVLLGHPCJPEUHA-UHFFFAOYSA-N,0,0.0,84,80.0,21,20.0,21,76795.81368876057,0.0,43771825717.4161,C18_positive|IK:DVLLGHPCJPEUHA-UHFFFAOYSA-N,C18_positive,"3,3'-Methylenebis(4-hydroxy-6-methyl-2H-pyran-2-one)",DVLLGHPCJPEUHA-UHFFFAOYSA-N,,,0.9981777932695756,0.35423794,1.0,False,False,False
C18_positive|IK:DXNCZXXFRKPEPY-UHFFFAOYSA-N,0,0.0,72,68.57142857142857,33,31.428571428571427,33,36009.90561157191,0.0,5316280979.905519,C18_positive|IK:DXNCZXXFRKPEPY-UHFFFAOYSA-N,C18_positive,Tridecanedioic acid,DXNCZXXFRKPEPY-UHFFFAOYSA-N,,73718.0,0.996337184055788,0.4241247,1.0,False,False,False
C18_positive|IK:DZRVGBRAMLSZDQ-HSMQXHTESA-N,0,0.0,83,79.04761904761905,22,20.952380952380953,22,82797.75320697148,0.0,50816918467.72607,C18_positive|IK:DZRVGBRAMLSZDQ-HSMQXHTESA-N,C18_positive,Primeverin,DZRVGBRAMLSZDQ-HSMQXHTESA-N,,,0.8331937375810741,0.30891785,1.0,False,False,False
C18_positive|IK:FATBGEAMYMYZAF-KTKRTIGZSA-N,0,0.0,0,0.0,105,100.0,105,2095153.9032562678,1252901.1279314402,6493814209921.686,C18_positive|IK:FATBGEAMYMYZAF-KTKRTIGZSA-N,C18_positive,Oleamide,FATBGEAMYMYZAF-KTKRTIGZSA-N,,116314.0,0.988865897756423,0.7376113,3.0,False,False,False
